review_id,brand,industry,review_text,rating,review_date,source,price_level,feature_category,sentiment_label,sentiment_score,aspect,region,market_share_est,competitor_type
608,futurelearn center,academic,great learning environment and useful course materials.,5,2/27/2024,instagram,2,product,positive,0.78,delivery,india - bangalore,6.02,startup
609,skillbridge academy,academic,classes often cancelled without notice.,1,11/15/2024,yelp,2,support,negative,-0.9,delivery,india - bangalore,16.38,sme
610,speedybite,food delivery,order was delayed and items missing.,2,3/7/2024,facebook,2,delivery,negative,-0.72,experience,sri lanka - colombo,22.5,sme
611,stylehub,clothing,overpriced for low quality material.,1,10/20/2025,instagram,1,product,negative,-0.66,price,india - bangalore,30.51,sme
612,nextgen institute,academic,course content is fine but could be updated.,3,3/4/2024,google,2,delivery,neutral,0.06,experience,india - chennai,10.01,enterprise
613,grand tandoori,restaurant,overpriced for the portion size.,2,1/22/2024,facebook,2,service,negative,-0.45,experience,india - chennai,29.93,enterprise
614,urban curry,restaurant,great ambience and quick service. loved the dinner experience.,4,6/23/2025,google,3,delivery,positive,0.97,experience,india - bangalore,10.6,startup
615,stylehub,clothing,designs are decent but limited options.,3,2/22/2024,google,3,support,neutral,-0.09,quality,sri lanka - colombo,18.46,sme
616,dailyneeds,supermarket,store is okay but sometimes crowded.,3,12/9/2024,google,3,support,neutral,0.11,experience,sri lanka - kandy,15.46,sme
617,nextgen institute,academic,classes often cancelled without notice.,2,7/1/2025,instagram,3,support,negative,-1,price,sri lanka - kandy,26.72,startup
618,futurelearn center,academic,outdated materials and unhelpful staff.,2,3/30/2024,yelp,1,support,negative,-0.46,support,sri lanka - colombo,27.35,enterprise
619,grand tandoori,restaurant,food arrived cold and the service was slow.,1,2/16/2025,instagram,2,support,negative,-0.61,delivery,sri lanka - kandy,19.59,startup
620,modaline,clothing,designs are decent but limited options.,3,11/5/2024,instagram,1,delivery,neutral,0.06,price,sri lanka - colombo,10.72,sme
621,nextgen institute,academic,course content is fine but could be updated.,3,9/9/2025,instagram,3,support,neutral,0.16,quality,sri lanka - kandy,8.86,enterprise
622,futurelearn center,academic,teachers explain concepts clearly and provide good support.,4,11/1/2025,appstore,3,support,positive,0.63,price,india - bangalore,11.64,enterprise
623,greenbasket,supermarket,wide variety of products at good prices.,4,2/28/2024,yelp,2,service,positive,0.81,support,sri lanka - kandy,30.19,enterprise
624,grand tandoori,restaurant,staff were rude and the place was not clean.,2,4/5/2025,yelp,3,service,negative,-0.45,experience,sri lanka - colombo,29.84,enterprise
625,nextgen institute,academic,classes often cancelled without notice.,1,8/5/2024,google,1,service,negative,-0.44,service,sri lanka - kandy,8.19,enterprise
626,brightpath college,academic,outdated materials and unhelpful staff.,2,5/13/2025,appstore,2,service,negative,-0.48,quality,india - bangalore,7.07,startup
627,skillbridge academy,academic,flexible schedules and practical lessons.,4,5/17/2024,google,2,service,positive,0.74,price,sri lanka - colombo,12.92,enterprise
628,quickeats,food delivery,app works fine but nothing impressive.,3,11/13/2024,facebook,2,product,neutral,0.06,quality,india - chennai,26.29,enterprise
629,mealgo,food delivery,app works fine but nothing impressive.,4,7/24/2024,instagram,1,service,neutral,-0.03,support,india - chennai,20.82,startup
630,spice garden,restaurant,great ambience and quick service. loved the dinner experience.,4,11/18/2025,instagram,3,delivery,positive,0.82,experience,india - chennai,6.81,startup
631,brightpath college,academic,poor communication from administration.,2,2/13/2024,yelp,3,product,negative,-0.73,price,india - bangalore,10.53,startup
632,trendwear,clothing,designs are decent but limited options.,3,8/23/2025,yelp,1,support,neutral,0.15,price,india - bangalore,36.22,enterprise
633,nextgen institute,academic,teachers explain concepts clearly and provide good support.,4,6/16/2025,appstore,2,product,positive,0.57,delivery,sri lanka - colombo,21.43,sme
634,futurelearn center,academic,great learning environment and useful course materials.,4,12/12/2024,google,2,support,positive,0.78,price,sri lanka - kandy,35.98,sme
635,greenbasket,supermarket,some items were expired on the shelf.,2,1/20/2025,instagram,2,delivery,negative,-0.65,price,india - bangalore,17.05,enterprise
636,modaline,clothing,quality is acceptable for the price.,3,10/2/2024,google,3,support,neutral,0.22,delivery,india - bangalore,7.04,startup
637,urban threads,clothing,clothes feel comfortable and durable.,4,5/6/2024,yelp,1,support,positive,0.93,quality,sri lanka - colombo,22.47,sme
638,citygrocer,supermarket,wide variety of products at good prices.,4,7/20/2024,facebook,3,product,positive,0.53,support,india - chennai,31.15,enterprise
639,mealgo,food delivery,easy app to use and good tracking system.,5,2/14/2024,google,2,product,positive,0.85,quality,india - bangalore,7.03,startup
640,urban curry,restaurant,overpriced for the portion size.,1,4/18/2024,facebook,2,delivery,negative,-0.94,delivery,india - bangalore,9.68,startup
641,urban curry,restaurant,service was fine but a bit slow during peak hours.,3,4/19/2025,facebook,3,support,neutral,0,support,sri lanka - kandy,32.25,enterprise
642,ocean bites,restaurant,overpriced for the portion size.,2,11/26/2025,facebook,3,support,negative,-0.92,delivery,india - bangalore,23.81,startup
643,urban curry,restaurant,the food was delicious and the staff were very friendly.,4,1/27/2025,google,1,delivery,positive,0.65,quality,india - bangalore,14.65,startup
644,skillbridge academy,academic,flexible schedules and practical lessons.,5,5/7/2025,instagram,2,delivery,positive,0.95,service,sri lanka - kandy,29.45,enterprise
645,citygrocer,supermarket,products are available but prices are average.,4,2/26/2024,instagram,2,product,neutral,0.1,service,sri lanka - kandy,25.7,startup
646,urban threads,clothing,good quality fabric and perfect fit.,4,3/24/2024,instagram,2,support,positive,0.71,delivery,sri lanka - kandy,27.69,sme
647,fooddash,food delivery,order was delayed and items missing.,2,5/27/2024,facebook,3,delivery,negative,-0.87,price,india - chennai,39.98,enterprise
648,urban curry,restaurant,authentic flavors and generous portions.,5,3/11/2024,yelp,2,service,positive,0.87,support,india - bangalore,14.12,enterprise
649,ocean bites,restaurant,great ambience and quick service. loved the dinner experience.,4,11/2/2025,yelp,1,product,positive,0.85,experience,india - chennai,20.81,sme
650,dailyneeds,supermarket,wide variety of products at good prices.,5,1/24/2025,appstore,1,service,positive,0.92,experience,sri lanka - colombo,26.71,enterprise
651,nextgen institute,academic,teachers explain concepts clearly and provide good support.,5,2/25/2024,facebook,3,product,positive,0.8,quality,sri lanka - kandy,29.47,enterprise
652,speedybite,food delivery,delivery was fast and food arrived hot.,5,4/11/2024,google,3,delivery,positive,1,price,sri lanka - colombo,37.35,sme
653,ocean bites,restaurant,food arrived cold and the service was slow.,2,1/27/2024,instagram,3,service,negative,-0.67,service,india - chennai,13.33,startup
654,modaline,clothing,fabric quality is poor and shrank after washing.,1,8/11/2025,facebook,1,support,negative,-0.48,support,india - bangalore,30.95,enterprise
655,urban curry,restaurant,great ambience and quick service. loved the dinner experience.,5,6/23/2024,google,2,support,positive,0.76,support,india - bangalore,19.67,sme
656,spice garden,restaurant,"clean place and tasty meals, will visit again.",4,6/28/2025,appstore,2,delivery,positive,0.83,delivery,india - chennai,31.73,enterprise
657,dailyneeds,supermarket,quick billing and helpful staff.,4,8/12/2025,yelp,2,support,positive,0.63,support,sri lanka - kandy,38.06,startup
658,spice garden,restaurant,the food was delicious and the staff were very friendly.,4,7/20/2024,yelp,1,product,positive,0.82,experience,sri lanka - kandy,19.25,startup
659,futurelearn center,academic,flexible schedules and practical lessons.,4,9/19/2025,instagram,2,support,positive,0.89,price,india - bangalore,37.9,enterprise
660,futurelearn center,academic,teachers explain concepts clearly and provide good support.,5,1/31/2024,facebook,1,service,positive,0.65,service,india - chennai,8.87,startup
661,grand tandoori,restaurant,staff were rude and the place was not clean.,2,10/15/2024,google,1,delivery,negative,-0.71,service,india - bangalore,8.13,enterprise
662,greenbasket,supermarket,some items were expired on the shelf.,2,9/4/2025,yelp,1,support,negative,-0.43,experience,india - chennai,25.66,sme
663,dailyneeds,supermarket,staff not responsive when asking for help.,2,11/28/2024,instagram,2,support,negative,-0.44,price,india - chennai,33.46,enterprise
664,spice garden,restaurant,authentic flavors and generous portions.,5,3/20/2025,google,3,delivery,positive,0.84,experience,india - bangalore,20.83,sme
665,modaline,clothing,designs are decent but limited options.,3,5/8/2025,google,2,delivery,neutral,-0.05,support,india - bangalore,9.26,sme
666,spice garden,restaurant,overpriced for the portion size.,2,5/5/2025,yelp,3,product,negative,-0.97,price,india - bangalore,13.98,sme
667,spice garden,restaurant,food was okay but nothing special.,3,12/31/2024,appstore,2,service,neutral,0.1,price,sri lanka - kandy,34.51,enterprise
668,nextgen institute,academic,flexible schedules and practical lessons.,4,9/4/2025,google,2,service,positive,0.55,service,india - bangalore,36.83,sme
669,brightpath college,academic,course content is fine but could be updated.,4,9/8/2025,facebook,3,support,neutral,0.2,service,india - bangalore,9.1,enterprise
670,dailyneeds,supermarket,wide variety of products at good prices.,5,7/11/2024,google,1,support,positive,0.55,quality,india - chennai,34.69,sme
671,fooddash,food delivery,delivery was fast and food arrived hot.,4,7/6/2024,facebook,3,product,positive,0.96,price,sri lanka - kandy,25.26,sme
672,brightpath college,academic,great learning environment and useful course materials.,4,11/23/2025,yelp,3,delivery,positive,0.67,delivery,sri lanka - kandy,12.54,enterprise
673,speedybite,food delivery,easy app to use and good tracking system.,5,1/12/2024,google,2,product,positive,0.76,price,sri lanka - colombo,30.5,sme
674,nextgen institute,academic,facilities are average.,4,7/20/2025,instagram,2,product,neutral,-0.02,service,sri lanka - colombo,12.91,startup
675,dailyneeds,supermarket,store is okay but sometimes crowded.,3,10/1/2025,google,3,product,neutral,0.16,price,india - chennai,38.58,sme
676,futurelearn center,academic,flexible schedules and practical lessons.,4,4/21/2024,yelp,2,delivery,positive,0.63,experience,sri lanka - kandy,13.87,startup
677,urban threads,clothing,clothes feel comfortable and durable.,4,3/31/2024,instagram,1,service,positive,0.92,support,sri lanka - colombo,25.13,startup
678,stylehub,clothing,clothes feel comfortable and durable.,5,2/26/2025,google,2,delivery,positive,0.69,price,sri lanka - kandy,6.27,enterprise
679,quickeats,food delivery,delivery was fast and food arrived hot.,5,8/23/2024,facebook,1,delivery,positive,0.75,service,india - bangalore,25.02,sme
680,speedybite,food delivery,order was delayed and items missing.,1,3/25/2025,facebook,3,delivery,negative,-0.76,price,sri lanka - colombo,24.18,sme
681,citygrocer,supermarket,fresh vegetables and well organized shelves.,5,9/28/2025,appstore,3,delivery,positive,0.93,price,sri lanka - colombo,35.5,enterprise
682,trendwear,clothing,good quality fabric and perfect fit.,5,9/24/2024,facebook,2,product,positive,0.85,quality,sri lanka - kandy,17.51,startup
683,nextgen institute,academic,facilities are average.,3,9/28/2025,instagram,1,product,neutral,0.09,service,sri lanka - kandy,29.15,sme
684,fooddash,food delivery,reliable service and accurate orders.,4,1/14/2024,google,2,product,positive,0.92,quality,india - chennai,25.21,sme
685,mealgo,food delivery,app works fine but nothing impressive.,3,9/22/2024,instagram,3,product,neutral,0.16,delivery,india - chennai,8.21,sme
686,fooddash,food delivery,delivery was fast and food arrived hot.,4,9/24/2025,yelp,1,service,positive,0.73,support,india - bangalore,23.02,startup
687,grand tandoori,restaurant,food arrived cold and the service was slow.,2,6/16/2025,yelp,2,delivery,negative,-0.96,delivery,sri lanka - kandy,24.12,enterprise
688,fooddash,food delivery,easy app to use and good tracking system.,4,7/9/2025,instagram,2,product,positive,0.73,price,india - chennai,38.87,enterprise
689,ocean bites,restaurant,staff were rude and the place was not clean.,1,1/10/2025,instagram,3,service,negative,-0.63,service,india - chennai,7.7,sme
690,citygrocer,supermarket,quick billing and helpful staff.,4,8/7/2024,google,3,service,positive,0.93,quality,sri lanka - kandy,18.99,sme
691,quickeats,food delivery,order was delayed and items missing.,1,6/30/2025,instagram,3,product,negative,-0.45,support,india - chennai,24.01,sme
692,modaline,clothing,trendy designs and affordable prices.,5,5/5/2025,google,2,product,positive,0.86,delivery,sri lanka - kandy,14.75,sme
693,urban curry,restaurant,service was fine but a bit slow during peak hours.,3,4/12/2024,yelp,2,product,neutral,0.07,quality,sri lanka - colombo,7.27,enterprise
694,freshmart,supermarket,some items were expired on the shelf.,1,8/21/2025,yelp,3,delivery,negative,-0.59,price,sri lanka - colombo,35.38,sme
695,brightpath college,academic,outdated materials and unhelpful staff.,1,9/16/2025,instagram,3,service,negative,-0.93,service,india - bangalore,27.06,enterprise
696,urban threads,clothing,good quality fabric and perfect fit.,5,11/27/2024,instagram,2,product,positive,0.76,quality,sri lanka - kandy,25.7,startup
697,urban curry,restaurant,the food was delicious and the staff were very friendly.,4,6/30/2024,instagram,3,service,positive,0.76,experience,india - bangalore,17.15,startup
698,citygrocer,supermarket,quick billing and helpful staff.,4,9/2/2025,facebook,2,support,positive,0.83,experience,india - bangalore,11.17,enterprise
699,skillbridge academy,academic,teachers explain concepts clearly and provide good support.,4,11/7/2024,yelp,1,product,positive,0.66,price,india - bangalore,38.7,startup
700,urban threads,clothing,good quality fabric and perfect fit.,4,8/10/2025,instagram,3,product,positive,0.75,support,sri lanka - colombo,27.58,sme
701,ocean bites,restaurant,"average taste, reasonable price.",4,2/11/2024,yelp,2,support,neutral,0.27,quality,india - bangalore,22.41,sme
702,dailyneeds,supermarket,fresh vegetables and well organized shelves.,5,2/12/2025,appstore,3,service,positive,0.62,service,sri lanka - colombo,19.6,sme
703,quickeats,food delivery,app crashed while placing order.,2,9/14/2024,yelp,3,product,negative,-0.45,quality,india - bangalore,28.58,sme
704,quickeats,food delivery,delivery time was acceptable.,3,11/11/2024,google,2,delivery,neutral,-0.08,support,sri lanka - colombo,36.08,sme
705,speedybite,food delivery,delivery was fast and food arrived hot.,5,3/24/2024,appstore,3,support,positive,0.53,support,india - chennai,39.67,sme
706,spice garden,restaurant,authentic flavors and generous portions.,4,7/5/2025,yelp,3,product,positive,0.59,experience,india - bangalore,21.01,sme
707,futurelearn center,academic,facilities are average.,3,5/12/2024,instagram,1,delivery,neutral,0.06,support,india - chennai,5.05,sme
708,greenbasket,supermarket,quick billing and helpful staff.,4,3/13/2025,facebook,1,support,positive,0.96,experience,india - chennai,32.37,enterprise
709,freshmart,supermarket,fresh vegetables and well organized shelves.,5,4/20/2024,google,3,service,positive,0.9,delivery,india - bangalore,39.71,sme
710,spice garden,restaurant,staff were rude and the place was not clean.,2,8/21/2025,instagram,3,delivery,negative,-0.6,quality,sri lanka - colombo,36.68,startup
711,urban curry,restaurant,the food was delicious and the staff were very friendly.,5,8/21/2025,appstore,3,delivery,positive,0.56,delivery,india - bangalore,36.74,sme
712,greenbasket,supermarket,products are available but prices are average.,4,7/6/2024,google,3,service,neutral,0.19,support,india - bangalore,24.35,enterprise
713,speedybite,food delivery,easy app to use and good tracking system.,4,10/19/2024,instagram,2,support,positive,0.66,service,india - chennai,7.67,enterprise
714,urban curry,restaurant,staff were rude and the place was not clean.,1,9/7/2024,google,3,support,negative,-0.74,service,sri lanka - kandy,14.08,sme
715,ocean bites,restaurant,overpriced for the portion size.,1,6/3/2024,facebook,3,support,negative,-0.78,support,sri lanka - kandy,18.81,sme
716,modaline,clothing,quality is acceptable for the price.,4,11/23/2025,appstore,3,delivery,neutral,0.28,support,india - bangalore,33.36,startup
717,dailyneeds,supermarket,store is okay but sometimes crowded.,4,8/3/2024,facebook,3,service,neutral,0.02,quality,india - chennai,39.08,startup
718,dailyneeds,supermarket,fresh vegetables and well organized shelves.,5,2/21/2024,yelp,2,support,positive,0.72,support,sri lanka - colombo,8.28,sme
719,skillbridge academy,academic,course content is fine but could be updated.,4,8/29/2024,instagram,3,delivery,neutral,0.21,delivery,india - bangalore,22.39,enterprise
720,dailyneeds,supermarket,store is okay but sometimes crowded.,3,1/29/2024,facebook,2,delivery,neutral,0.09,price,sri lanka - kandy,39.84,startup
721,citygrocer,supermarket,staff not responsive when asking for help.,1,7/1/2025,facebook,1,product,negative,-0.61,quality,sri lanka - colombo,24.91,startup
722,skillbridge academy,academic,great learning environment and useful course materials.,5,4/18/2024,google,3,service,positive,0.53,price,sri lanka - kandy,9.73,startup
723,quickeats,food delivery,delivery time was acceptable.,4,7/22/2025,appstore,2,delivery,neutral,0.11,service,sri lanka - colombo,30.73,sme
724,freshmart,supermarket,wide variety of products at good prices.,5,12/23/2024,instagram,2,service,positive,0.77,support,sri lanka - kandy,30.32,sme
725,ocean bites,restaurant,food was okay but nothing special.,3,2/15/2025,appstore,3,support,neutral,0.11,support,sri lanka - colombo,15.98,enterprise
726,greenbasket,supermarket,staff not responsive when asking for help.,2,10/12/2024,google,1,delivery,negative,-0.5,service,india - bangalore,38.25,enterprise
727,spice garden,restaurant,the food was delicious and the staff were very friendly.,5,5/25/2025,google,2,delivery,positive,0.56,quality,sri lanka - colombo,9.26,enterprise
728,spice garden,restaurant,overpriced for the portion size.,1,7/28/2024,appstore,2,delivery,negative,-0.98,service,sri lanka - kandy,28.46,enterprise
729,futurelearn center,academic,great learning environment and useful course materials.,4,3/29/2025,instagram,1,support,positive,0.51,quality,sri lanka - colombo,9.42,sme
730,fooddash,food delivery,delivery time was acceptable.,3,4/24/2025,facebook,3,service,neutral,0.13,quality,india - bangalore,18.61,enterprise
731,fooddash,food delivery,app works fine but nothing impressive.,3,5/28/2025,instagram,2,support,neutral,0.03,support,sri lanka - colombo,15.03,sme
732,trendwear,clothing,good quality fabric and perfect fit.,5,11/15/2025,google,3,delivery,positive,0.59,experience,india - chennai,29.14,sme
733,grand tandoori,restaurant,the food was delicious and the staff were very friendly.,5,12/22/2024,appstore,1,service,positive,0.69,quality,india - bangalore,10.37,startup
734,quickeats,food delivery,easy app to use and good tracking system.,5,5/31/2025,appstore,1,delivery,positive,0.77,service,sri lanka - colombo,33.54,enterprise
735,stylehub,clothing,trendy designs and affordable prices.,4,10/28/2025,appstore,1,delivery,positive,0.97,quality,sri lanka - colombo,32.53,enterprise
736,futurelearn center,academic,great learning environment and useful course materials.,4,2/1/2024,appstore,2,service,positive,0.72,price,india - bangalore,6.61,sme
737,citygrocer,supermarket,wide variety of products at good prices.,4,6/18/2024,facebook,1,service,positive,0.52,experience,sri lanka - colombo,14.82,enterprise
738,trendwear,clothing,quality is acceptable for the price.,4,1/24/2024,appstore,2,delivery,neutral,0.03,quality,sri lanka - kandy,13.8,enterprise
739,skillbridge academy,academic,great learning environment and useful course materials.,4,6/8/2025,instagram,1,service,positive,0.94,experience,sri lanka - kandy,37.36,startup
740,mealgo,food delivery,easy app to use and good tracking system.,5,8/21/2025,google,1,product,positive,0.61,service,india - bangalore,13.11,sme
741,skillbridge academy,academic,poor communication from administration.,1,7/13/2025,appstore,1,delivery,negative,-0.77,price,sri lanka - colombo,33.6,sme
742,freshmart,supermarket,wide variety of products at good prices.,5,3/27/2024,facebook,1,product,positive,0.73,price,india - bangalore,15.48,enterprise
743,futurelearn center,academic,flexible schedules and practical lessons.,5,1/12/2024,facebook,2,support,positive,0.53,quality,sri lanka - kandy,32.69,enterprise
744,trendwear,clothing,overpriced for low quality material.,2,7/11/2024,facebook,3,service,negative,-0.89,support,india - bangalore,37.28,sme
745,nextgen institute,academic,course content is fine but could be updated.,3,3/3/2025,yelp,1,service,neutral,0.28,service,india - chennai,6.81,sme
746,mealgo,food delivery,app works fine but nothing impressive.,3,9/26/2025,yelp,3,delivery,neutral,0.12,experience,india - bangalore,15.21,enterprise
747,brightpath college,academic,great learning environment and useful course materials.,4,9/8/2024,facebook,1,product,positive,0.71,quality,sri lanka - kandy,35.93,startup
748,spice garden,restaurant,food arrived cold and the service was slow.,2,1/6/2025,instagram,2,support,negative,-0.97,delivery,sri lanka - colombo,10.25,enterprise
749,urban curry,restaurant,authentic flavors and generous portions.,5,9/1/2024,facebook,3,service,positive,0.87,price,india - bangalore,10.6,enterprise
750,brightpath college,academic,flexible schedules and practical lessons.,5,12/30/2024,appstore,1,delivery,positive,0.88,delivery,india - chennai,39.88,sme
751,futurelearn center,academic,teachers explain concepts clearly and provide good support.,5,4/13/2024,facebook,1,product,positive,0.84,delivery,india - chennai,11.07,startup
752,fooddash,food delivery,delivery was fast and food arrived hot.,4,3/1/2024,google,3,service,positive,0.96,experience,india - chennai,33.18,enterprise
753,ocean bites,restaurant,food was okay but nothing special.,3,10/20/2024,yelp,1,service,neutral,0.26,service,india - bangalore,29.91,enterprise
754,stylehub,clothing,good quality fabric and perfect fit.,4,9/2/2025,google,3,product,positive,0.69,quality,india - chennai,13.75,sme
755,skillbridge academy,academic,flexible schedules and practical lessons.,5,6/17/2025,facebook,3,product,positive,0.64,service,sri lanka - kandy,21.01,enterprise
756,skillbridge academy,academic,poor communication from administration.,1,5/22/2025,instagram,1,service,negative,-0.62,price,india - bangalore,31.48,sme
757,spice garden,restaurant,"clean place and tasty meals, will visit again.",5,4/15/2024,yelp,2,delivery,positive,0.51,price,india - bangalore,37.51,startup
758,brightpath college,academic,teachers explain concepts clearly and provide good support.,4,3/23/2024,facebook,1,product,positive,0.66,quality,india - chennai,37.76,enterprise
759,brightpath college,academic,teachers explain concepts clearly and provide good support.,4,11/16/2025,google,2,delivery,positive,0.67,service,india - bangalore,30.4,sme
760,grand tandoori,restaurant,staff were rude and the place was not clean.,1,11/6/2024,google,3,product,negative,-0.43,support,sri lanka - colombo,32.33,startup
761,fooddash,food delivery,app crashed while placing order.,2,11/9/2024,appstore,1,service,negative,-0.46,delivery,india - chennai,24.56,startup
762,ocean bites,restaurant,overpriced for the portion size.,2,3/30/2024,appstore,2,product,negative,-0.98,price,india - chennai,27,enterprise
763,fooddash,food delivery,delivery time was acceptable.,4,8/23/2024,appstore,1,service,neutral,0,price,india - chennai,13.95,enterprise
764,speedybite,food delivery,app crashed while placing order.,1,3/25/2024,instagram,2,product,negative,-0.66,quality,india - chennai,29.05,startup
765,fooddash,food delivery,order was delayed and items missing.,2,2/3/2025,appstore,3,support,negative,-0.95,service,sri lanka - colombo,13.56,enterprise
766,stylehub,clothing,good quality fabric and perfect fit.,5,6/30/2024,facebook,1,delivery,positive,0.69,support,india - bangalore,22.49,sme
767,ocean bites,restaurant,"clean place and tasty meals, will visit again.",4,6/28/2025,google,1,support,positive,0.63,price,sri lanka - kandy,28.59,sme
768,skillbridge academy,academic,great learning environment and useful course materials.,4,2/3/2024,facebook,3,support,positive,0.85,support,sri lanka - kandy,21.65,enterprise
769,skillbridge academy,academic,facilities are average.,3,12/14/2024,yelp,1,product,neutral,-0.04,quality,sri lanka - kandy,12.1,enterprise
770,dailyneeds,supermarket,fresh vegetables and well organized shelves.,5,6/1/2025,google,1,delivery,positive,0.6,delivery,sri lanka - colombo,18.56,sme
771,nextgen institute,academic,facilities are average.,3,2/10/2024,google,2,support,neutral,0.27,experience,sri lanka - colombo,32.54,sme
772,mealgo,food delivery,delivery time was acceptable.,4,4/1/2024,yelp,3,service,neutral,0.22,price,india - bangalore,9.94,enterprise
773,urban curry,restaurant,overpriced for the portion size.,2,11/1/2024,yelp,1,product,negative,-0.84,service,sri lanka - colombo,23.89,sme
774,quickeats,food delivery,easy app to use and good tracking system.,4,2/28/2024,instagram,3,delivery,positive,0.68,quality,sri lanka - colombo,26.99,enterprise
775,stylehub,clothing,sizes were inaccurate and returns were difficult.,1,5/30/2025,yelp,2,product,negative,-0.6,delivery,sri lanka - colombo,39.16,startup
776,urban curry,restaurant,food was okay but nothing special.,3,4/2/2025,yelp,1,support,neutral,0,support,india - chennai,36.79,enterprise
777,grand tandoori,restaurant,food was okay but nothing special.,4,4/9/2024,google,3,support,neutral,0.19,price,india - chennai,29.45,enterprise
778,urban threads,clothing,clothes feel comfortable and durable.,5,6/8/2025,yelp,2,service,positive,0.62,quality,sri lanka - colombo,5.78,startup
779,stylehub,clothing,good quality fabric and perfect fit.,5,10/8/2024,instagram,1,service,positive,0.52,support,india - bangalore,7.63,enterprise
780,citygrocer,supermarket,some items were expired on the shelf.,1,7/23/2024,instagram,1,support,negative,-0.49,quality,sri lanka - colombo,31.91,startup
781,mealgo,food delivery,reliable service and accurate orders.,4,1/10/2025,facebook,2,service,positive,0.87,support,sri lanka - kandy,38.15,sme
782,stylehub,clothing,clothes feel comfortable and durable.,5,12/12/2024,instagram,1,service,positive,0.84,quality,sri lanka - kandy,29.75,sme
783,fooddash,food delivery,reliable service and accurate orders.,4,5/17/2024,instagram,1,support,positive,0.94,service,sri lanka - colombo,19.99,sme
784,skillbridge academy,academic,facilities are average.,4,9/10/2024,appstore,1,product,neutral,0,delivery,india - bangalore,22.11,enterprise
785,brightpath college,academic,flexible schedules and practical lessons.,5,1/25/2025,yelp,1,delivery,positive,0.59,service,sri lanka - kandy,34.08,enterprise
786,quickeats,food delivery,easy app to use and good tracking system.,5,4/19/2024,google,2,delivery,positive,0.87,delivery,india - bangalore,38.74,sme
787,futurelearn center,academic,flexible schedules and practical lessons.,4,3/11/2025,yelp,3,service,positive,0.8,delivery,india - bangalore,36.13,startup
788,grand tandoori,restaurant,food was okay but nothing special.,4,4/2/2025,appstore,2,delivery,neutral,-0.04,price,sri lanka - kandy,13.75,startup
789,nextgen institute,academic,flexible schedules and practical lessons.,5,3/24/2025,instagram,2,delivery,positive,0.81,quality,india - chennai,11.19,startup
790,urban curry,restaurant,"clean place and tasty meals, will visit again.",5,5/20/2024,facebook,2,support,positive,0.55,experience,sri lanka - colombo,32.54,sme
791,dailyneeds,supermarket,long queues at checkout counters.,2,3/21/2024,appstore,3,service,negative,-0.5,delivery,sri lanka - colombo,18.43,startup
792,fooddash,food delivery,reliable service and accurate orders.,4,6/23/2024,facebook,3,delivery,positive,0.61,delivery,sri lanka - colombo,8.88,startup
793,fooddash,food delivery,cold food and poor packaging.,1,12/27/2024,appstore,2,service,negative,-0.86,delivery,sri lanka - kandy,34.3,sme
794,stylehub,clothing,trendy designs and affordable prices.,4,8/29/2024,instagram,3,service,positive,0.87,price,sri lanka - colombo,27.48,sme
795,brightpath college,academic,flexible schedules and practical lessons.,4,4/1/2025,facebook,2,delivery,positive,0.98,price,sri lanka - kandy,5.58,enterprise
796,ocean bites,restaurant,"clean place and tasty meals, will visit again.",5,2/25/2025,yelp,1,product,positive,0.77,delivery,india - chennai,25.31,sme
797,mealgo,food delivery,delivery was fast and food arrived hot.,5,8/5/2024,facebook,1,delivery,positive,0.65,support,india - chennai,29.13,sme
798,mealgo,food delivery,delivery time was acceptable.,3,5/24/2025,google,1,service,neutral,0.03,price,india - chennai,9.54,enterprise
799,futurelearn center,academic,teachers explain concepts clearly and provide good support.,4,5/17/2024,facebook,2,service,positive,0.71,quality,india - chennai,26.01,sme
800,greenbasket,supermarket,long queues at checkout counters.,2,10/5/2025,google,3,support,negative,-0.91,price,india - bangalore,7.2,enterprise
801,futurelearn center,academic,facilities are average.,4,9/24/2025,appstore,3,delivery,neutral,0.09,quality,india - bangalore,8.06,sme
802,freshmart,supermarket,products are available but prices are average.,3,3/4/2025,facebook,1,support,neutral,0.29,price,sri lanka - kandy,11.03,sme
803,futurelearn center,academic,flexible schedules and practical lessons.,5,7/30/2025,google,1,service,positive,0.88,service,sri lanka - colombo,25.2,sme
804,trendwear,clothing,designs are decent but limited options.,3,1/9/2024,facebook,3,service,neutral,0.1,support,sri lanka - kandy,17.03,startup
805,freshmart,supermarket,store is okay but sometimes crowded.,3,10/12/2024,instagram,1,support,neutral,-0.04,experience,sri lanka - kandy,5.12,sme
806,fooddash,food delivery,delivery was fast and food arrived hot.,4,3/2/2024,facebook,1,support,positive,0.76,delivery,sri lanka - kandy,28.56,startup
807,quickeats,food delivery,order was delayed and items missing.,2,11/20/2025,facebook,2,product,negative,-0.66,delivery,sri lanka - kandy,36.3,enterprise
808,brightpath college,academic,classes often cancelled without notice.,2,10/2/2024,yelp,1,support,negative,-0.96,price,sri lanka - colombo,31.26,startup
809,mealgo,food delivery,app works fine but nothing impressive.,4,9/21/2024,instagram,2,product,neutral,0.08,quality,india - bangalore,35.02,startup
810,modaline,clothing,good quality fabric and perfect fit.,5,8/22/2024,google,3,delivery,positive,0.77,experience,india - chennai,25.61,startup
